drug_S	action	drug_T	cyps
diltiazem	enhances	ivabradine	3A457
diltiazem	enhances	ivacaftor	3A457
diltiazem	enhances	lansoprazole	3A457
diltiazem	enhances	lenvatinib	3A457
diltiazem	enhances	lercanidipine	3A457
diltiazem	enhances	levacetylmethadol	3A457
diltiazem	enhances	lidocaine	3A457
diltiazem	enhances	linagliptin	3A457
diltiazem	enhances	lovastatin	3A457
diltiazem	enhances	macitentan	3A457
diltiazem	enhances	methadone	3A457
diltiazem	enhances	midazolam	3A457
diltiazem	enhances	naldemedine	3A457
diltiazem	enhances	naloxegol	3A457
diltiazem	enhances	nateglinide	3A457
diltiazem	enhances	nelfinavir	3A457
diltiazem	enhances	neratinib	3A457
diltiazem	enhances	nifedipine	3A457
diltiazem	enhances	nisoldipine	3A457
diltiazem	enhances	nitrendipine	3A457
diltiazem	enhances	olaparib	3A457
diltiazem	enhances	omeprazole	3A457
diltiazem	enhances	ondansetron	3A457
diltiazem	enhances	osimertinib	3A457
diltiazem	enhances	ospemifene	3A457
diltiazem	enhances	paclitaxel	3A457
diltiazem	enhances	palbociclib	3A457
diltiazem	enhances	palonosetron	3A457
diltiazem	enhances	panobinostat	3A457
diltiazem	enhances	pantoprazole	3A457
diltiazem	enhances	perampanel	3A457
diltiazem	enhances	pimavanserin	3A457
diltiazem	enhances	pimozide	3A457
diltiazem	enhances	pomalidomide	3A457
diltiazem	enhances	ponatinib	3A457
diltiazem	enhances	progesterone	3A457
diltiazem	enhances	propranolol	3A457
diltiazem	enhances	quetiapine	3A457
diltiazem	enhances	quinidine	3A457
diltiazem	enhances	quinine	3A457
diltiazem	enhances	regorafenib	3A457
diltiazem	enhances	ribociclib	3A457
diltiazem	enhances	rilpivirine	3A457
diltiazem	enhances	risperidone	3A457
diltiazem	enhances	ritonavir	3A457
diltiazem	enhances	rivaroxaban	3A457
diltiazem	enhances	roflumilast	3A457
diltiazem	enhances	rolapitant	3A457
diltiazem	enhances	romidepsin	3A457
diltiazem	enhances	rucaparib	3A457
diltiazem	enhances	ruxolitinib	3A457
diltiazem	enhances	salmeterol	3A457
diltiazem	enhances	saquinavir	3A457
diltiazem	enhances	selexipag	3A457
diltiazem	enhances	sildenafil	3A457
diltiazem	enhances	simeprevir	3A457
diltiazem	enhances	simvastatin	3A457
diltiazem	enhances	sirolimus	3A457
diltiazem	enhances	sonidegib	3A457
diltiazem	enhances	sorafenib	3A457
diltiazem	enhances	sunitinib	3A457
diltiazem	enhances	suvorexant	3A457
diltiazem	enhances	tacrolimus	3A457
diltiazem	enhances	tadalafil	3A457
diltiazem	enhances	tamoxifen	3A457
diltiazem	enhances	tasimelteon	3A457
diltiazem	enhances	telaprevir	3A457
diltiazem	enhances	telithromycin	3A457
diltiazem	enhances	temsirolimus	3A457
diltiazem	enhances	terfenadine	3A457
diltiazem	enhances	testosterone	3A457
diltiazem	enhances	ticagrelor	3A457
diltiazem	enhances	tofacitinib	3A457
diltiazem	enhances	tolvaptan	3A457
diltiazem	enhances	tramadol	3A457
diltiazem	enhances	trazodone	3A457
diltiazem	enhances	triazolam	3A457
diltiazem	enhances	valbenazine	3A457
diltiazem	enhances	vandetanib	3A457
diltiazem	enhances	vardenafil	3A457
diltiazem	enhances	velpatasvir	3A457
diltiazem	enhances	vemurafenib	3A457
diltiazem	enhances	venetoclax	3A457
diltiazem	enhances	venlafaxine	3A457
diltiazem	enhances	verapamil	3A457
diltiazem	enhances	vilazodone	3A457
diltiazem	enhances	vincristine	3A457
diltiazem	enhances	vorapaxar	3A457
diltiazem	enhances	voriconazole	3A457
diltiazem	enhances	zaleplon	3A457
diltiazem	enhances	ziprasidone	3A457
diltiazem	enhances	zolpidem	3A457
diphenhydramine	enhances	alprenolol	2D6
diphenhydramine	enhances	amfetamine	2D6
diphenhydramine	enhances	amitriptyline	2D6
diphenhydramine	enhances	aripiprazole	2D6
diphenhydramine	enhances	atomoxetine	2D6
diphenhydramine	enhances	brexpiprazole	2D6
diphenhydramine	enhances	cariprazine	2D6
diphenhydramine	enhances	carvedilol	2D6
diphenhydramine	enhances	chlorpheniramine	2D6
diphenhydramine	enhances	chlorpromazine	2D6
diphenhydramine	enhances	citalopram	2D6
diphenhydramine	enhances	clomipramine	2D6
diphenhydramine	enhances	clonidine	2D6
diphenhydramine	enhances	codeine	2D6
diphenhydramine	enhances	debrisoquine	2D6
diphenhydramine	enhances	desipramine	2D6
diphenhydramine	enhances	dexfenfluramine	2D6
diphenhydramine	enhances	dextromethorphan	2D6
diphenhydramine	enhances	donepezil	2D6
diphenhydramine	enhances	doxepin	2D6
diphenhydramine	enhances	duloxetine	2D6
diphenhydramine	enhances	eliglustat	2D6
diphenhydramine	enhances	encainide	2D6
diphenhydramine	enhances	escitalopram	2D6
diphenhydramine	enhances	flecainide	2D6
diphenhydramine	enhances	fluoxetine	2D6
diphenhydramine	enhances	fluvoxamine	2D6
diphenhydramine	enhances	haloperidol	2D6
diphenhydramine	enhances	ibrutinib	2D6
diphenhydramine	enhances	imipramine	2D6
diphenhydramine	enhances	letermovir	2D6
diphenhydramine	enhances	lidocaine	2D6
diphenhydramine	enhances	metoclopramide	2D6
diphenhydramine	enhances	metoprolol	2D6
diphenhydramine	enhances	mexiletine	2D6
diphenhydramine	enhances	minaprine	2D6
diphenhydramine	enhances	nebivolol	2D6
diphenhydramine	enhances	nortriptyline	2D6
diphenhydramine	enhances	ondansetron	2D6
diphenhydramine	enhances	oxycodone	2D6
diphenhydramine	enhances	palonosetron	2D6
diphenhydramine	enhances	paroxetine	2D6
diphenhydramine	enhances	perhexiline	2D6
diphenhydramine	enhances	perphenazine	2D6
diphenhydramine	enhances	phenacetin	2D6
diphenhydramine	enhances	phenformin	2D6
diphenhydramine	enhances	pimavanserin	2D6
diphenhydramine	enhances	pomalidomide	2D6
diphenhydramine	enhances	ponatinib	2D6
diphenhydramine	enhances	promethazine	2D6
diphenhydramine	enhances	propafenone	2D6
diphenhydramine	enhances	propranolol	2D6
diphenhydramine	enhances	risperidone	2D6
diphenhydramine	enhances	rucaparib	2D6
diphenhydramine	enhances	sparteine	2D6
diphenhydramine	enhances	tamoxifen	2D6
diphenhydramine	enhances	tetrabenazine	2D6
diphenhydramine	enhances	thioridazine	2D6
diphenhydramine	enhances	timolol	2D6
diphenhydramine	enhances	tramadol	2D6
diphenhydramine	enhances	umeclidinium	2D6
diphenhydramine	enhances	valbenazine	2D6
diphenhydramine	enhances	venlafaxine	2D6
diphenhydramine	enhances	vilazodone	2D6
diphenhydramine	enhances	zuclopenthixol	2D6
disulfiram	enhances	acetaminophen	2E1
disulfiram	enhances	aniline	2E1
disulfiram	enhances	benzene	2E1
disulfiram	enhances	chlorzoxazone	2E1
disulfiram	enhances	dimethyl_formamide	2E1
disulfiram	enhances	enflurane	2E1
disulfiram	enhances	ethanol	2E1
disulfiram	enhances	halothane	2E1
disulfiram	enhances	isoflurane	2E1
disulfiram	enhances	methoxyflurane	2E1
disulfiram	enhances	sevoflurane	2E1
disulfiram	enhances	theophylline	2E1
doxepin	enhances	alprenolol	2D6
doxepin	enhances	amfetamine	2D6
doxepin	enhances	amitriptyline	2D6
doxepin	enhances	aripiprazole	2D6
doxepin	enhances	atomoxetine	2D6
doxepin	enhances	brexpiprazole	2D6
doxepin	enhances	cariprazine	2D6
doxepin	enhances	carvedilol	2D6
doxepin	enhances	chlorpheniramine	2D6
doxepin	enhances	chlorpromazine	2D6
doxepin	enhances	citalopram	2D6
doxepin	enhances	clomipramine	2D6
doxepin	enhances	clonidine	2D6
doxepin	enhances	codeine	2D6
doxepin	enhances	debrisoquine	2D6
doxepin	enhances	desipramine	2D6
doxepin	enhances	dexfenfluramine	2D6
doxepin	enhances	dextromethorphan	2D6
doxepin	enhances	donepezil	2D6
doxepin	enhances	duloxetine	2D6
doxepin	enhances	eliglustat	2D6
doxepin	enhances	encainide	2D6
doxepin	enhances	escitalopram	2D6
doxepin	enhances	flecainide	2D6
doxepin	enhances	fluoxetine	2D6
doxepin	enhances	fluvoxamine	2D6
doxepin	enhances	haloperidol	2D6
doxepin	enhances	ibrutinib	2D6
doxepin	enhances	imipramine	2D6
doxepin	enhances	letermovir	2D6
doxepin	enhances	lidocaine	2D6
doxepin	enhances	metoclopramide	2D6
doxepin	enhances	metoprolol	2D6
doxepin	enhances	mexiletine	2D6
doxepin	enhances	minaprine	2D6
doxepin	enhances	nebivolol	2D6
doxepin	enhances	nortriptyline	2D6
doxepin	enhances	ondansetron	2D6
doxepin	enhances	oxycodone	2D6
doxepin	enhances	palonosetron	2D6
doxepin	enhances	paroxetine	2D6
doxepin	enhances	perhexiline	2D6
doxepin	enhances	perphenazine	2D6
doxepin	enhances	phenacetin	2D6
doxepin	enhances	phenformin	2D6
doxepin	enhances	pimavanserin	2D6
doxepin	enhances	pomalidomide	2D6
doxepin	enhances	ponatinib	2D6
doxepin	enhances	promethazine	2D6
doxepin	enhances	propafenone	2D6
doxepin	enhances	propranolol	2D6
doxepin	enhances	risperidone	2D6
doxepin	enhances	rucaparib	2D6
doxepin	enhances	sparteine	2D6
doxepin	enhances	tamoxifen	2D6
doxepin	enhances	tetrabenazine	2D6
doxepin	enhances	thioridazine	2D6
doxepin	enhances	timolol	2D6
doxepin	enhances	tramadol	2D6
doxepin	enhances	umeclidinium	2D6
doxepin	enhances	valbenazine	2D6
doxepin	enhances	venlafaxine	2D6
doxepin	enhances	vilazodone	2D6
doxepin	enhances	zuclopenthixol	2D6
doxorubicin	enhances	alprenolol	2D6
doxorubicin	enhances	amfetamine	2D6
doxorubicin	enhances	amitriptyline	2D6
doxorubicin	enhances	aripiprazole	2D6
doxorubicin	enhances	atomoxetine	2D6
doxorubicin	enhances	brexpiprazole	2D6
doxorubicin	enhances	cariprazine	2D6
doxorubicin	enhances	carvedilol	2D6
doxorubicin	enhances	chlorpheniramine	2D6
doxorubicin	enhances	chlorpromazine	2D6
doxorubicin	enhances	citalopram	2D6
doxorubicin	enhances	clomipramine	2D6
doxorubicin	enhances	clonidine	2D6
doxorubicin	enhances	codeine	2D6
doxorubicin	enhances	debrisoquine	2D6
doxorubicin	enhances	desipramine	2D6
doxorubicin	enhances	dexfenfluramine	2D6
doxorubicin	enhances	dextromethorphan	2D6
doxorubicin	enhances	donepezil	2D6
doxorubicin	enhances	doxepin	2D6
doxorubicin	enhances	duloxetine	2D6
doxorubicin	enhances	eliglustat	2D6
doxorubicin	enhances	encainide	2D6
doxorubicin	enhances	escitalopram	2D6
doxorubicin	enhances	flecainide	2D6
doxorubicin	enhances	fluoxetine	2D6
doxorubicin	enhances	fluvoxamine	2D6
doxorubicin	enhances	haloperidol	2D6
doxorubicin	enhances	ibrutinib	2D6
doxorubicin	enhances	imipramine	2D6
doxorubicin	enhances	letermovir	2D6
doxorubicin	enhances	lidocaine	2D6
doxorubicin	enhances	metoclopramide	2D6
doxorubicin	enhances	metoprolol	2D6
doxorubicin	enhances	mexiletine	2D6
doxorubicin	enhances	minaprine	2D6
doxorubicin	enhances	nebivolol	2D6
doxorubicin	enhances	nortriptyline	2D6
doxorubicin	enhances	ondansetron	2D6
doxorubicin	enhances	oxycodone	2D6
doxorubicin	enhances	palonosetron	2D6
doxorubicin	enhances	paroxetine	2D6
doxorubicin	enhances	perhexiline	2D6
doxorubicin	enhances	perphenazine	2D6
doxorubicin	enhances	phenacetin	2D6
doxorubicin	enhances	phenformin	2D6
doxorubicin	enhances	pimavanserin	2D6
doxorubicin	enhances	pomalidomide	2D6
doxorubicin	enhances	ponatinib	2D6
doxorubicin	enhances	promethazine	2D6
doxorubicin	enhances	propafenone	2D6
doxorubicin	enhances	propranolol	2D6
doxorubicin	enhances	risperidone	2D6
doxorubicin	enhances	rucaparib	2D6
doxorubicin	enhances	sparteine	2D6
doxorubicin	enhances	tamoxifen	2D6
doxorubicin	enhances	tetrabenazine	2D6
doxorubicin	enhances	thioridazine	2D6
doxorubicin	enhances	timolol	2D6
doxorubicin	enhances	tramadol	2D6
doxorubicin	enhances	umeclidinium	2D6
doxorubicin	enhances	valbenazine	2D6
doxorubicin	enhances	venlafaxine	2D6
doxorubicin	enhances	vilazodone	2D6
doxorubicin	enhances	zuclopenthixol	2D6
duloxetine	enhances	alprenolol	2D6
duloxetine	enhances	amfetamine	2D6
duloxetine	enhances	amitriptyline	2D6
duloxetine	enhances	aripiprazole	2D6
duloxetine	enhances	atomoxetine	2D6
duloxetine	enhances	brexpiprazole	2D6
duloxetine	enhances	cariprazine	2D6
duloxetine	enhances	carvedilol	2D6
duloxetine	enhances	chlorpheniramine	2D6
duloxetine	enhances	chlorpromazine	2D6
duloxetine	enhances	citalopram	2D6
duloxetine	enhances	clomipramine	2D6
duloxetine	enhances	clonidine	2D6
duloxetine	enhances	codeine	2D6
duloxetine	enhances	debrisoquine	2D6
duloxetine	enhances	desipramine	2D6
duloxetine	enhances	dexfenfluramine	2D6
duloxetine	enhances	dextromethorphan	2D6
duloxetine	enhances	donepezil	2D6
duloxetine	enhances	doxepin	2D6
duloxetine	enhances	eliglustat	2D6
duloxetine	enhances	encainide	2D6
duloxetine	enhances	escitalopram	2D6
duloxetine	enhances	flecainide	2D6
duloxetine	enhances	fluoxetine	2D6
duloxetine	enhances	fluvoxamine	2D6
duloxetine	enhances	haloperidol	2D6
duloxetine	enhances	ibrutinib	2D6
duloxetine	enhances	imipramine	2D6
duloxetine	enhances	letermovir	2D6
duloxetine	enhances	lidocaine	2D6
duloxetine	enhances	metoclopramide	2D6
duloxetine	enhances	metoprolol	2D6
duloxetine	enhances	mexiletine	2D6
duloxetine	enhances	minaprine	2D6
duloxetine	enhances	nebivolol	2D6
duloxetine	enhances	nortriptyline	2D6
duloxetine	enhances	ondansetron	2D6
duloxetine	enhances	oxycodone	2D6
duloxetine	enhances	palonosetron	2D6
duloxetine	enhances	paroxetine	2D6
duloxetine	enhances	perhexiline	2D6
duloxetine	enhances	perphenazine	2D6
duloxetine	enhances	phenacetin	2D6
duloxetine	enhances	phenformin	2D6
duloxetine	enhances	pimavanserin	2D6
duloxetine	enhances	pomalidomide	2D6
duloxetine	enhances	ponatinib	2D6
duloxetine	enhances	promethazine	2D6
duloxetine	enhances	propafenone	2D6
duloxetine	enhances	propranolol	2D6
duloxetine	enhances	risperidone	2D6
duloxetine	enhances	rucaparib	2D6
duloxetine	enhances	sparteine	2D6
duloxetine	enhances	tamoxifen	2D6
duloxetine	enhances	tetrabenazine	2D6
duloxetine	enhances	thioridazine	2D6
duloxetine	enhances	timolol	2D6
duloxetine	enhances	tramadol	2D6
duloxetine	enhances	umeclidinium	2D6
duloxetine	enhances	valbenazine	2D6
duloxetine	enhances	venlafaxine	2D6
duloxetine	enhances	vilazodone	2D6
duloxetine	enhances	zuclopenthixol	2D6
efavirenz	enhances	acetaminophen	1A2
efavirenz	enhances	apremilast	1A2
efavirenz	enhances	azilsartan	2C9
efavirenz	enhances	capecitabine	2C9
efavirenz	enhances	celecoxib	2C9
efavirenz	enhances	clozapine	1A2
efavirenz	enhances	cyclobenzaprine	1A2
efavirenz	enhances	diclofenac	2C9
efavirenz	enhances	duloxetine	1A2
efavirenz	enhances	fluoxetine	2C9
efavirenz	enhances	fluvastatin	2C9
efavirenz	enhances	fluvoxamine	1A2
efavirenz	enhances	glimepiride	2C9
efavirenz	enhances	glipizide	2C9
efavirenz	enhances	glyburide	2C9
efavirenz	enhances	ibuprofen	2C9
efavirenz	enhances	irbesartan	2C9
efavirenz	enhances	lesinurad	2C9
efavirenz	enhances	lornoxicam	2C9
efavirenz	enhances	losartan	2C9
efavirenz	enhances	meloxicam	2C9
efavirenz	enhances	mexiletine	1A2
efavirenz	enhances	nabumetone	1A2
efavirenz	enhances	naproxen	1A2,2C9
efavirenz	enhances	olanzapine	1A2
efavirenz	enhances	olodaterol	2C9
efavirenz	enhances	phenacetin	1A2
efavirenz	enhances	pirfenidone	1A2
efavirenz	enhances	piroxicam	2C9
efavirenz	enhances	riluzole	1A2
efavirenz	enhances	ropivacaine	1A2
efavirenz	enhances	rosiglitazone	2C9
efavirenz	enhances	suprofen	2C9
efavirenz	enhances	tacrine	1A2
efavirenz	enhances	theophylline	1A2
efavirenz	enhances	tizanidine	1A2
efavirenz	enhances	tolbutamide	2C9
efavirenz	enhances	torasemide	2C9
efavirenz	enhances	triamterene	1A2
efavirenz	enhances	valproate	2C9
efavirenz	enhances	zafirlukast	2C9
efavirenz	enhances	zileuton	1A2
efavirenz	enhances	zolmitriptan	1A2
efavirenz	reduces	abemaciclib	3A457
efavirenz	reduces	abiraterone	3A457
efavirenz	reduces	acalabrutinib	3A457
efavirenz	reduces	alectinib	3A457
efavirenz	reduces	alfentanil	3A457
efavirenz	reduces	alprazolam	3A457
efavirenz	reduces	amlodipine	3A457
efavirenz	reduces	apixaban	3A457
efavirenz	reduces	aprepitant	3A457
efavirenz	reduces	aripiprazole	3A457
efavirenz	reduces	artemisinin	2B6
efavirenz	reduces	astemizole	3A457
efavirenz	reduces	atomoxetine	2C19
efavirenz	reduces	atorvastatin	3A457
efavirenz	reduces	avanafil	3A457
efavirenz	reduces	axitinib	3A457
efavirenz	reduces	boceprevir	3A457
efavirenz	reduces	bosutinib	3A457
efavirenz	reduces	brexpiprazole	3A457
efavirenz	reduces	brigatinib	3A457
efavirenz	reduces	brivaracetam	2C19
efavirenz	reduces	bupropion	2B6
efavirenz	reduces	buspirone	3A457
efavirenz	reduces	carbamazepine	3A457
efavirenz	reduces	cariprazine	3A457
efavirenz	reduces	carisoprodol	2C19
efavirenz	reduces	ceritinib	3A457
efavirenz	reduces	cerivastatin	3A457
efavirenz	reduces	chloramphenicol	2C19
efavirenz	reduces	chlorpheniramine	3A457
efavirenz	reduces	cilostazol	3A457
efavirenz	reduces	cisapride	3A457
efavirenz	reduces	citalopram	2C19,3A457
efavirenz	reduces	clarithromycin	3A457
efavirenz	reduces	clobazam	2B6,2C19,3A457
efavirenz	reduces	cobimetinib	3A457
efavirenz	reduces	cocaine	3A457
efavirenz	reduces	codeine	3A457
efavirenz	reduces	colchicine	3A457
efavirenz	reduces	copanlisib	3A457
efavirenz	reduces	crizotinib	3A457
efavirenz	reduces	cyclophosphamide	2B6,2C19
efavirenz	reduces	cyclosporine	3A457
efavirenz	reduces	dabrafenib	3A457
efavirenz	reduces	daclatasvir	3A457
efavirenz	reduces	dapsone	3A457
efavirenz	reduces	deflazacort	3A457
efavirenz	reduces	dexamethasone	3A457
efavirenz	reduces	dextromethorphan	3A457
efavirenz	reduces	diazepam	2C19,3A457
efavirenz	reduces	diltiazem	3A457
efavirenz	reduces	docetaxel	3A457
efavirenz	reduces	dolutegravir	3A457
efavirenz	reduces	domperidone	3A457
efavirenz	reduces	elagolix	3A457
efavirenz	reduces	elbasvir	3A457
efavirenz	reduces	eliglustat	3A457
efavirenz	reduces	enzalutamide	3A457
efavirenz	reduces	eplerenone	3A457
efavirenz	reduces	ergotamine	3A457
efavirenz	reduces	erythromycin	3A457
efavirenz	reduces	escitalopram	2C19,3A457
efavirenz	reduces	esomeprazole	2C19,3A457
efavirenz	reduces	felodipine	3A457
efavirenz	reduces	fentanyl	3A457
efavirenz	reduces	finasteride	3A457
efavirenz	reduces	flibanserin	2C19,3A457
efavirenz	reduces	hexobarbital	2C19
efavirenz	reduces	hydrocortisone	3A457
efavirenz	reduces	ibrutinib	3A457
efavirenz	reduces	idelalisib	3A457
efavirenz	reduces	ifosfamide	2B6
efavirenz	reduces	imatinib	3A457
efavirenz	reduces	indacaterol	3A457
efavirenz	reduces	indinavir	3A457
efavirenz	reduces	indometacin	2C19
efavirenz	reduces	irinotecan	3A457
efavirenz	reduces	isavuconazole	3A457
efavirenz	reduces	ivabradine	3A457
efavirenz	reduces	ivacaftor	3A457
efavirenz	reduces	ketamine	2B6
efavirenz	reduces	labetalol	2C19
efavirenz	reduces	lansoprazole	2C19,3A457
efavirenz	reduces	lenvatinib	3A457
efavirenz	reduces	lercanidipine	3A457
efavirenz	reduces	levacetylmethadol	3A457
efavirenz	reduces	lidocaine	3A457
efavirenz	reduces	linagliptin	3A457
efavirenz	reduces	lovastatin	3A457
efavirenz	reduces	macitentan	3A457
efavirenz	reduces	meperidine	2B6
efavirenz	reduces	mephenytoin	2C19
efavirenz	reduces	methadone	2B6,3A457
efavirenz	reduces	methylphenobarbital	2C19
efavirenz	reduces	midazolam	3A457
efavirenz	reduces	moclobemide	2C19
efavirenz	reduces	naldemedine	3A457
efavirenz	reduces	naloxegol	3A457
efavirenz	reduces	nelfinavir	2C19,3A457
efavirenz	reduces	neratinib	3A457
efavirenz	reduces	nevirapine	2B6,3A457
efavirenz	reduces	nifedipine	3A457
efavirenz	reduces	nilutamide	2C19
efavirenz	reduces	nisoldipine	3A457
efavirenz	reduces	nitrendipine	3A457
efavirenz	reduces	olaparib	3A457
efavirenz	reduces	omeprazole	2C19,3A457
efavirenz	reduces	osimertinib	3A457
efavirenz	reduces	paclitaxel	3A457
efavirenz	reduces	palbociclib	3A457
efavirenz	reduces	palonosetron	3A457
efavirenz	reduces	panobinostat	3A457
efavirenz	reduces	pantoprazole	2C19,3A457
efavirenz	reduces	perampanel	3A457
efavirenz	reduces	phenobarbital	2C19
efavirenz	reduces	pimavanserin	3A457
efavirenz	reduces	pimozide	3A457
efavirenz	reduces	ponatinib	3A457
efavirenz	reduces	primidone	2C19
efavirenz	reduces	progesterone	2C19,3A457
efavirenz	reduces	proguanil	2C19
efavirenz	reduces	propofol	2B6
efavirenz	reduces	quetiapine	3A457
efavirenz	reduces	quinidine	3A457
efavirenz	reduces	quinine	3A457
efavirenz	reduces	regorafenib	3A457
efavirenz	reduces	ribociclib	3A457
efavirenz	reduces	rilpivirine	3A457
efavirenz	reduces	risperidone	3A457
efavirenz	reduces	ritonavir	3A457
efavirenz	reduces	rivaroxaban	3A457
efavirenz	reduces	rolapitant	3A457
efavirenz	reduces	romidepsin	3A457
efavirenz	reduces	salmeterol	3A457
efavirenz	reduces	saquinavir	3A457
efavirenz	reduces	selegiline	2B6
efavirenz	reduces	selexipag	3A457
efavirenz	reduces	sildenafil	3A457
efavirenz	reduces	simeprevir	3A457
efavirenz	reduces	simvastatin	3A457
efavirenz	reduces	sirolimus	3A457
efavirenz	reduces	sonidegib	3A457
efavirenz	reduces	sorafenib	2B6,3A457
